Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202200000446;4;;0;C;2;2;0;2;(1);(1);2;;4;1;0;1;-1
202200000452;4;RUE DE CHARONNE;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200000457;3;927;-1;;2;2;0;1;29;680;1;; -1;1;0;1;50
202200000463;3;ERNEST RENAN (AV);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202200000480;3;;-1;;2;1;0;1;18;300;1;;3,5;1;0;1;50
202200000487;3;920;0;;3;9;1;1;0;0;1;; -1;1;0;1;50
202200000496;4;;0;;2;0;0;1;0;0;1;; -1;1;0;1;50
202200000497;3;32;0;D;2;1;0;1;13;0;1;; -1;1;0;1;50
202200000507;4;;-1;;2;2;1;1;(1);(1);3;;4;1;0;1;50
202200000578;3;178;0;D;2;2;0;2;0;600;1;;5;1;0;1;80
202200000592;4;;-1;;2;2;0;1;(1);(1);1;;6;2;0;1;30
202200000615;3;RUE DE LA VILLE GERVEAUX;0;;2;1;0;1;0;0;1;; -1;1;0;1;50
202200000634;4;;-1;;2;4;0;4;(1);(1);3;; -1;1;5;1;50
202200000657;7;D6C;-1;;4;3;0;1;(1);(1);1;; -1;1;5;8;50
202200000658;4;DE GAULLE (AVENUE);0;;2;2;0;1;(1);(1);1;; -1;1;0;8;50
202200000668;4;GENERAL MOUTON DUVERNET (DU)        (R );0;;2;3;1;1;(1);(1);1;; -1;1;0;6;30
202200000670;4;DE GAULLE AVENUE DU GENERAL;0;;2;2;0;1;0;0;1;; -1;2;0;1;30
202200000672;7;342;-1;;2;2;3;2;5;400;1;; -1;2;5;1;50
202200000678;4;;-1;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200000684;7;PUY DE DOME (AVENUE DU);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000689;4;FOCH RUE DU MARECHAL;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000691;4;COTY RUE RENE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200000692;4;Verdière(chemin)-MONTFAVET;0;;2;2;2;1;0;1;1;; -1;1;5;6;20
202200000693;3;AGRICULTEURS (DES);0;;1;1;0;1;1;430;2;; -1;1;0;1;50
202200000730;3;201;-1;C;2;2;0;2;1;610;1;;4;1;0;1;50
202200000737;4;PATIS;0;;1;2;0;1;1;0;2;; -1;1;0;1;30
202200000746;7;MARIE REYNOARD (AVENUE);0;;2;2;0;1;3;330;1;; -1;1;5;1;30
202200000751;4;;0;;-1;0;0;1;(1);(1);1;; -1;1;9;4;50
202200000770;4;GALILEE (RUE);0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202200000784;3;79;0;;2;2;0;1;16;750;1;; -1;1;0;1;50
202200000787;3;LIEU- DIT VEYRAC (CD117);0;;2;2;0;1;2;500;1;; -1;1;0;1;90
202200000788;3;407;-1;;1;2;0;1;0;21;3;; -1;1;5;1;50
202200000811;3;MONTIVILLIERS (ROUTE DE);0;;2;2;0;1;7;300;3;; -1;2;0;1;50
202200000817;3;Rond-Point du Vieux Saule;0;;1;2;0;1;43;662;4;; -1;1;5;1;80
202200000819;4;PIERRE BROSSOLETTE                  (R );0;;1;2;0;1;(1);(1);1;; -1;1;0;6;30
202200000827;3;CHARCOT  BOULEVARD JEAN;0;;2;3;2;1;17;325;3;; -1;1;5;1;50
202200000831;4;;0;;3;3;0;1;(1);(1);1;; -1;1;0;1;30
202200000833;4;REPUBLIQUE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200000838;4;AVENUE SIMON BOLIVAR;0;;2;2;2;1;(1);(1);1;; -1;1;0;5;30
202200000841;4;AVENUE KLEBER;0;;2;3;3;1;(1);(1);1;; -1;1;0;1;30
202200000843;4;RICHEPIN (RUE JEAN);0;;2;2;0;1;(1);(1);1;; -1;2;0;1;50
202200000858;3;1201;0;D;1;1;0;1;0;0;2;; -1;1;9;1;50
202200000886;4;LECLERC (AVENUE DU MARECHAL);0;;3;4;0;1;(1);(1);1;; -1;2;0;1;50
202200000895;4;DUBOUSQUET LABORDERIE (RUE);0;;1;1;0;1;0;0;1;; -1;1;0;1;30
202200000901;2;783;-1;;1;1;0;1;(1);(1);2;; -1;2;3;1;50
202200000920;3;ROCADE (DEVIATION D'ARQUES );0;;3;2;0;1;2;0;1;; -1;1;0;1;70
202200000921;4;THOUVENEL (RUE);0;;1;1;0;1;0;1;1;; -1;1;0;1;50
202200000928;4;CRAN (AVENUE DE);0;;2;4;2;1;0;0;1;; -1;2;0;5;30
202200000944;4;BELGES (DES)                        (BD);0;;2;2;3;1;(1);(1);1;; -1;1;0;1;50
202200000981;3;191;0;D;2;2;0;2;0;900;3;; -1;1;0;4;80
202200000998;3;RD 22;-1;;2;2;0;1;35;500;1;; -1;1;0;1;90
202200001002;4;;-1;;2;2;0;1;(1);(1);1;;5;1;0;1;50
202200001028;3;468;0;D;1;2;0;1;100;500;2;; -1;1;5;1;50
202200001069;4;DUFAU;0;;1;3;3;1;0;0;1;; -1;1;0;1;50
202200001081;4;SEBASTOPOL;0;;1;2;0;1;(1);(1);1;; -1;1;5;1;50
202200001098;4;AVENUE DE LA PORTE DE SAINT CLOUD;0;;2;2;1;1;(1);(1);1;; -1;1;0;1;30
202200001139;4;PIERRE BROSSOLETTE;0;;1;1;0;1;0;0;1;; -1;1;0;1;30
202200001157;4;DESPORTES;0;;1;1;0;1;(1);(1);1;; -1;1;4;1;30
202200001165;4;RENNES (RUE DE);0;;3;2;3;1;(1);(1);2;; -1;1;0;5;30
202200001198;4;RUE LINOIS;0;;2;4;1;1;(1);(1);1;; -1;1;-1;5;30
202200001201;4;BOULEVARD JOURDAN;0;;2;8;0;1;(1);(1);1;; -1;1;0;1;50
202200001202;4;AVENUE D IVRY;0;;1;2;1;1;(1);(1);1;; -1;1;-1;5;30
202200001203;4;BOULEVARD KELLERMANN;0;;2;5;1;4;(1);(1);1;; -1;1;-1;5;30
202200001204;4;BOULEVARD DE REUILLY;0;;1;2;2;1;(1);(1);1;; -1;1;0;1;30
202200001210;4;RUE BLONDEL;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200001213;3;PARIS (AV DE);0;;2;4;2;2;0;0;1;; -1;1;0;5;50
202200001219;4;DAMBEL (AVENUE EMILE);0;;2;2;0;1;0;0;1;; -1;1;9;1;50
202200001231;3;104;0;;2;2;0;2;0;0;1;; -1;1;0;1;50
202200001289;4;AVENUE PIERRE MENDES FRANCE;0;;2;4;3;1;(1);(1);1;; -1;1;-1;6;30
202200001295;4;BLES;0;;1;1;2;1;0;0;1;; -1;1;0;1;50
202200001313;3;925;0;D;2;1;0;1;19;163;1;;7,4;1;0;1;80
202200001316;3;82;-1;;2;2;0;1;4;675;1;; -1;1;0;1;50
202200001317;4;;-1;;2;2;0;1;0;0;1;;7;1;0;1;50
202200001331;4;VC;-1;;1;1;0;1;(1);(1);1;; -1;1;6;4;30
202200001343;3;10;-1;;2;2;0;2;55;500;1;; -1;1;0;1;90
202200001350;3;75;-1;;2;2;0;1;0;670;1;; -1;1;0;1;80
202200001352;4;;-1;;1;2;0;1;(1);(1);1;;4;1;0;1;30
202200001378;4;route de Raon aux Bois;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202200001385;4;IRACHABAL (CHEMIN);0;;2;2;0;1;2;500;3;; -1;1;0;1;50
202200001388;7;ESPLANADE FACADE;0;;3;4;0;1;(1);(1);1;; -1;1;0;8;50
202200001391;3;RD 958 COTES SAINT-PIERRE;0;;2;0;0;2;5;600;4;; -1;1;0;1;70
202200001399;7;RD 29;0;;2;3;0;1;13;130;2;; -1;1;0;1;50
202200001409;3;RTE DE CRAU;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;80
202200001414;4;RUE DE REMUSAT;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200001415;4;BOULEVARD DE VAUGIRARD;0;;1;1;1;1;(1);(1);1;; -1;1;0;1;30
202200001422;4;CHARLES PRANARD;0;;2;2;0;1;0;0;1;; -1;1;0;6;30
202200001441;3;38;-1;;2;2;0;2;16;100;1;; -1;1;0;1;80
202200001465;3;60;-1;B;2;2;0;2;3;90;4;; -1;1;0;1;80
202200001490;4;MASCAREIGNES(BOULEVARD);0;;-1;1;1;1;0;0;3;; -1;1;6;1;50
202200001492;2;01;0;;2;2;0;4;59;0;4;; -1;1;0;1;60
202200001516;4;HOPITAL (ROUTE DE L );0;;2;4;2;1;(1);(1);1;; -1;1;0;5;50
202200001518;4;HELIANTHE );0;;2;1;3;1;0;0;2;; -1;1;0;1;30
202200001520;3;QUAKENBRUCK (AVENUE DE );0;;2;2;1;1;2;84;1;; -1;1;0;1;50
202200001522;4;FAIDHERBE (RUE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200001548;4;Boulevard George V;0;;3;4;3;1;(1);(1);1;; -1;2;0;5;50
202200001550;4;RIEUX (AV JEAN) DU 1AU 41;0;;2;2;0;4;(1);(1);1;; -1;1;0;1;50
202200001571;4;RUE DE VAUGIRARD;0;;2;4;1;1;(1);(1);1;; -1;1;-1;5;30
202200001574;4;QUAI DE VALMY;0;;1;2;0;1;(1);(1);1;; -1;1;0;1;30
202200001586;4;RUE CHAPON;0;;2;2;1;1;(1);(1);1;; -1;1;-1;5;30
202200001590;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202200001602;3;79;0;A;2;2;0;3;16;400;1;; -1;1;0;8;80
202200001606;3;DE GAULLE (AV DU GENERAL) 58/49 - FIN;0;;1;2;0;1;1;0;2;; -1;1;0;1;40
202200001608;4;RESISTANCE (PLACE);0;;2;2;0;1;0;0;2;; -1;1;5;1;50
202200001620;3;D765;-1;;2;2;0;2;17;724;1;; -1;1;0;1;80
202200001631;3;11;-1;;2;2;0;1;68;750;1;;5,5;1;0;1;80
202200001637;3;41;-1;D;2;2;0;1;1;890;1;; -1;1;0;1;90
202200001640;4;;-1;;2;2;0;1;(1);(1);2;;4;1;0;1;50
202200001651;3;D93;0;;2;1;0;1;3;370;1;; -1;1;0;3;70
202200001663;3;903;0;;2;2;0;1;46;700;1;; -1;1;0;1;90
202200001671;4;;-1;;2;2;0;2;(1);(1);1;;4;1;0;1;80
202200001693;3;120;0;;2;2;0;2;(1);(1);3;; -1;1;0;1;50
202200001706;3;CAMBUSTON (rue de);0;;2;2;0;1;0;950;1;; -1;1;0;1;50
202200001718;3;SPORTS (AVENUE DES);0;;2;2;0;1;0;939;1;; -1;1;0;3;50
202200001722;3;ISLE D'ABEAU (ROUTE DE);0;;1;1;1;1;4;850;2;; -1;1;0;1;50
202200001740;4;CATAYEE (JUSTIN);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200001758;4;MARIUS VIVIER MERLE                 (BD);0;;1;3;3;1;(1);(1);1;; -1;1;0;1;50
202200001764;2;HIBISCUS;0;;1;2;0;1;(1);(1);2;; -1;1;9;1;50
202200001795;4;JULES BARNI (RUE);0;;2;3;0;2;(1);(1);1;; -1;1;2;5;50
202200001799;3;34;-1;;2;2;0;2;2;628;3;; -1;1;5;1;80
202200001808;7;COURS JEAN JAURÈS;0;;2;5;1;1;93;255;1;; -1;1;0;1;50
202200001809;2;91;-1;;2;2;2;1;7;950;1;; -1;1;0;1;60
202200001824;3;JEAN LOLIVE (AVENUE)(1/55 2/60);0;;2;2;1;1;0;1;1;; -1;1;6;5;50
202200001832;4;SAINTE ADRESSE (DE);0;;2;3;0;1;0;0;1;; -1;1;0;1;50
202200001834;3;GENEVE (AVENUE DE)(SECTEUR 410);0;;4;1;0;1;1;815;3;; -1;1;5;1;30
202200001835;4;AH AH (RUE DE);0;;2;2;0;1;0;0;1;; -1;1;5;1;50
202200001845;4;ABBE LEMIRE (RUE DE L );0;;2;3;0;2;(1);(1);1;; -1;1;0;1;50
202200001851;4;RAMOND (RUE);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202200001893;4;CHATEAU GAILLARD     (Rue de);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200001898;7;ALLIES (BOULEVARD DES);0;;2;2;1;1;3;427;1;; -1;1;0;1;50
202200001916;4;;0;;2;4;1;2;(1);(1);1;; -1;1;0;5;50
202200001917;4;ROSES   RUE DES;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;30
202200001942;3;ALSACE LORRAINE (AVENUE) A PARTIR DE N°;0;;2;0;0;2;34;220;1;; -1;1;0;1;50
202200001943;4;;-1;;1;1;-1;1;(1);(1);2;; -1;1;5;1;30
202200001951;4;DEBOURG                             (AV);0;;2;2;2;1;(1);(1);1;; -1;1;0;1;50
202200001961;4;FLORISSANT (AVENUE);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202200001975;4;ROMAIN ROLLAND                      (QU);0;;2;2;1;1;(1);(1);1;; -1;1;2;1;30
202200001978;4;JEAN JAURES;0;;1;1;0;1;(1);(1);2;; -1;2;5;1;50
202200001979;4;QUAI SAINT BERNARD;0;;2;2;1;1;(1);(1);1;; -1;1;6;5;30
202200001982;4;CROIX-ROUSSE (DE LA)                (BD);0;;1;3;2;2;(1);(1);1;; -1;1;0;1;30
202200001989;4;AVENUE DE LA PORTE DES LILAS;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200002000;4;RUE LA BOETIE;0;;1;2;0;1;(1);(1);1;; -1;1;0;1;30
202200002004;4;BOULEVARD HAUSSMANN;0;;2;4;0;1;(1);(1);1;; -1;1;0;1;30
202200002005;4;RUE DE VAUGIRARD;0;;2;0;1;1;(1);(1);1;; -1;1;0;1;30
202200002012;4;RUE SAINT DOMINIQUE;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200002015;4;BOULEVARD AUGUSTE BLANQUI;0;;1;3;1;1;(1);(1);1;; -1;1;0;1;30
202200002019;4;PLACE DE LA BASTILLE;0;;-1;2;0;1;(1);(1);1;; -1;1;0;1;30
202200002023;4;PLACE DE LA BASTILLE;0;;2;2;1;1;(1);(1);1;; -1;1;6;1;30
202200002027;4;RUE DE CHARONNE;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;30
202200002035;4;ROND POINT (DU);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200002041;3;;-1;;3;5;2;2;40;580;1;; -1;1;5;1;50
202200002046;4;RUE DES SAUSSAIES;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200002055;7;LECLERC. AVENUE DU MARECHAL (CD 3);0;;1;2;0;1;(1);(1);1;; -1;1;-1;6;50
202200002065;4;EMILE ZOLA     (Cours);0;;2;2;2;3;(1);(1);1;; -1;1;0;1;50
202200002074;3;REPUBLIQUE (QU DE LA);0;;2;2;0;1;0;1;1;; -1;1;0;1;30
202200002077;3;JULES AUFFRET (1/49 ET 2/54);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202200002083;3;CITE MARCEL PAUL;0;;2;2;0;1;0;1;1;; -1;1;0;4;50
202200002108;4;FABRIQUE (RUE DE LA);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200002134;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200002145;4;JAURES JEAN AVENUE.;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200002146;4;AMOUREUX (RUE DES);0;;3;2;0;1;0;1;1;; -1;1;0;1;50
202200002150;4;110;0;;1;4;0;1;0;0;1;; -1;1;0;3;50
202200002159;7;36;-1;;2;2;0;1;22;106;3;; -1;1;5;1;80
202200002179;4;;-1;;2;2;0;2;(1);(1);1;;5;1;0;1;50
202200002201;3;;-1;;2;2;-1;1;4;920;1;; -1;1;0;1;50
202200002217;3;26;0;;2;2;0;2;17;600;1;; -1;1;0;3;80
202200002227;3;GRAND PORT (JUSQU'A L'HOPITAL) AVENUE DU;0;;2;2;2;1;0;285;2;; -1;1;5;1;50
202200002238;4;BEAUMONT (DE);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202200002241;4;Léo (André);0;;2;2;0;1;(1);(1);1;; -1;2;0;1;50
202200002254;4;BD ALFRED DANEY;0;;3;2;2;1;(1);(1);1;; -1;2;0;5;50
202200002279;4;;0;;2;2;0;1;(1);(1);1;;4;1;0;1;50
202200002293;3;;0;;2;2;0;1;23;(1);2;;4;1;0;3;80
202200002297;2;8;0;A;2;2;0;1;0;0;1;; -1;1;0;1;80
202200002300;3;973;0;;1;1;0;1;22;636;2;; -1;1;5;1;30
202200002314;4;;0;;2;2;0;1;(1);(1);1;;5;2;0;1;30
202200002319;3;54;-1;;2;2;0;1;6;668;1;; -1;1;0;1;50
202200002322;3;CLEMENCEAU (AV GEORGES);0;;2;1;0;1;0;0;1;; -1;2;0;1;50
202200002326;3;KENNEDY (AV DU PDT. JOHN FIDGERALD);0;;2;1;0;1;1;500;1;; -1;1;0;1;50
202200002333;4;CHATILLON (DE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200002344;2;t10;0;T;2;2;0;1;27;220;1;; -1;1;0;3;50
202200002362;4;GRANDE BRETAGNE (DE)                (AV);0;;1;1;1;2;(1);(1);1;; -1;1;0;1;50
202200002408;4;HENRI MARTIN (R);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202200002439;4;;0;;2;1;3;2;0;0;1;; -1;1;1;4;30
202200002443;3;2;0;;2;2;0;2;0;0;1;; -1;2;0;1;30
202200002448;3;226;-1;;2;2;0;1;1;100;1;;4;1;0;1;50
202200002458;7;111;-1;;2;2;0;2;2;918;1;;5,5;1;0;1;30
202200002466;4;RECTEUR JEAN SARRAILH;0;;-1;2;0;1;0;0;1;; -1;1;0;1;50
202200002469;4;ALSACE LORRAINE (BOULEVARD);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200002481;4;RHIN (AV. DU);0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202200002494;3;x;0;X;2;2;0;1;0;0;1;;4;1;0;1;50
202200002501;4;EUROPE (AVENUE DE L');0;;2;2;1;1;(1);(1);3;; -1;2;0;1;50
202200002506;4;PONT DE LA ROTONDE;0;;2;3;3;2;(1);(1);1;; -1;1;0;1;30
202200002519;3;SAINT MARC (RUE DE);0;;-1;2;0;1;0;0;1;; -1;1;9;8;50
202200002522;3;ROUTE NATIONALE 113 - AGAVON;0;;2;2;0;1;1;0;3;; -1;1;5;1;70
202200002536;4;128;0;;1;1;1;1;0;0;1;; -1;1;0;5;30
202200002537;3;7;0;;2;0;1;1;0;0;1;; -1;1;0;5;25
202200002538;2;7;0;;2;4;3;1;(1);(1);1;; -1;1;0;5;80
202200002562;4;;-1;;2;2;0;1;(1);(1);1;;6;1;5;1;50
202200002609;4;LIBERATION AVENUE DE LA;0;;2;0;0;1;(1);(1);1;; -1;2;0;1;50
202200002610;4;RUE JULES GARNIER;0;;2;2;1;1;0;0;1;; -1;1;0;5;30
202200002628;4;JEAN CAPELLE   (avenue);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200002636;3;8 MAI 1945 DU;0;;-1;2;0;1;7;383;1;; -1;1;0;1;70
202200002638;3;VERDUN (rue de);0;;2;1;0;1;1;82;3;; -1;1;0;8;50
202200002645;3;LANN-SEVELIN (ROND POINT DE);0;;1;3;0;1;101;1;2;; -1;1;5;1;50
202200002656;4;MOUILLERE (RUE DE LA);0;;2;2;3;1;(1);(1);1;; -1;1;5;1;50
202200002657;4;QUAI ANDRE MORICE;0;;2;2;1;1;(1);(1);1;; -1;1;0;5;30
202200002663;4;Boulevard GEORGE V;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200002678;4;BAYEUX (RUE DU143 IMPAIR . 160 PAIR;0;;-1;2;0;1;(1);(1);1;; -1;2;0;1;50
202200002684;4;GUIBAL (RUE);0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202200002698;4;BONNEUIL (QU DE);0;;2;2;1;1;0;0;1;; -1;1;9;5;30
202200002700;3;RASPAIL (R);0;;1;1;0;1;0;0;1;; -1;1;0;1;30
202200002701;4;GABRIELLE (R);0;;1;1;0;1;0;0;1;; -1;1;0;1;30
202200002703;4;PEPIN (RUE);0;;1;1;0;4;0;0;1;; -1;1;0;1;30
202200002721;3;974;-1;;2;2;0;2;54;900;3;; -1;1;0;1;-1
202200002728;3;39;-1;;2;2;0;2;(1);(1);1;; -1;1;5;1;50
202200002733;3;;-1;;3;4;0;1;5;50;1;; -1;1;3;1;90
202200002744;4;0;0;A;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200002751;3;99;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;80
202200002762;6;**;0; -;-1;0;0;1;(1);(1);1;; -1;1;0;8;30
202200002772;7;955;0;M;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202200002814;4;LECLERC (AVENUE DU GENERAL);0;;2;3;1;1;0;0;1;; -1;1;0;4;50
202200002817;4;ALBERT 1° (AV);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200002830;4;SENGENWALD (RUE);0;;2;3;3;1;(1);(1);1;; -1;1;0;1;50
202200002846;4;SAINT-MARC (ROUTE DE) DU 02 AU 134  DU;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202200002847;4;RUE DE LA FONTAINE;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202200002848;4;ROBINOT DE ST-CYR (QUAI);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200002851;4;CRS D'ALSACE ET LORRAINE;0;;1;3;3;1;(1);(1);1;; -1;1;4;6;50
202200002874;4;RUE DE LA GLACIERE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200002879;4;BOULEVARD DE SEBASTOPOL;0;;2;4;1;2;(1);(1);1;; -1;1;0;5;30
202200002880;3;PRESIDENT SALVADOR ALLENDE (AV DU);0;;1;1;1;1;0;0;1;; -1;1;9;5;50
202200002891;3;CAMELINAT;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200002892;3;5;0;;1;2;0;1;0;0;2;; -1;1;0;1;50
202200002903;3;6;0;;1;2;2;2;0;0;1;; -1;1;0;1;30
202200002914;3;D43;-1;;1;1;0;1;(1);(1);2;; -1;1;0;1;80
202200002922;3;D4;-1;;2;2;0;1;44;750;1;; -1;1;0;1;80
202200002927;3;918;0;D;2;2;0;2;49;600;1;; -1;1;0;1;90
202200002930;4;;-1;;2;2;0;2;(1);(1);3;;4;1;0;1;50
202200002973;4;FRERE (RUE DU GENERAL);0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202200002975;3;GALLIENI AVENUE;0;;2;5;2;1;0;244;1;; -1;1;0;1;30
202200002982;3;OCEAN (BD DE L');0;;2;2;1;1;5;500;1;; -1;1;0;5;50
202200002986;4;COLLET YVES (DE 1 A 27 ET 2 A 26);0;;-1;1;0;2;(1);(1);1;; -1;1;0;1;50
202200002993;4;MICHEL BERGER (RUE);0;;2;2;0;1;(1);(1);4;; -1;1;0;1;50
202200002999;4;PONT DE SURESNES;0;;3;2;0;1;(1);(1);1;; -1;1;0;1;30
202200003000;4;QUAI DE GRENELLE;0;;2;3;1;1;(1);(1);1;; -1;1;-1;5;50
202200003007;4;RUE DE TURBIGO;0;;1;3;3;1;(1);(1);1;; -1;2;0;1;30
202200003037;3;908;0;D;2;2;0;2;48;230;1;; -1;1;0;1;70
202200003041;3;220;-1;;2;2;0;1;9;400;3;; -1;1;0;1;50
202200003055;4;;0;;2;2;0;2;(1);(1);2;;4,5;1;0;3;50
202200003059;3;27;0;D;2;2;0;3;47;478;1;; -1;1;0;1;80
