Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202100001100;29;12;2021;11:00;1;80;80368;2;1;3;7;32 Rue Henri Barbusse;50,0885560000;1,5471790000
202100001107;30;12;2021;10:25;1;50;50619;2;3;2;6;Rue de l Eglise;49,6211820000; -1,3606580000
202100001122;30;12;2021;16:40;1;16;16232;1;1;1;2;D699;45,6772440000;0,2658710000
202100001165;27;12;2021;07:10;5;86;86157;1;6;2;3;N147;46,5531250000;0,3999980000
202100001167;24;11;2021;16:40;1;78;78646;2;1;1;6;PARIS (AVENUE DE);48,7992650000;2,1407820000
202100001178;25;12;2021;16:41;1;66;66136;2;3;1;3;MASSOT (PAUL);42,6963000000;2,8836000000
202100001181;24;12;2021;17:14;2;60;60159;1;1;8;3;Rd 973;49,4028900000;2,8506100000
202100001213;27;12;2021;17:40;5;94;94037;2;9;2;3;RASPAIL (AV);48,8142200000;2,3495050000
202100001241;27;12;2021;17:45;5;91;91156;2;1;1;3;Route d Arpajon;48,5505780000;2,2774480000
202100001242;29;12;2021;14:30;1;13;13014;2;3;1;3;Avenue Joliot Curie;43,4812510000;5,1761360000
202100001280;26;12;2021;18:55;5;73;73008;2;6;2;3;D991 GRAND PORT (RONDEAU) AVENUE DU;45,6994300000;5,9042800000
202100001293;26;12;2021;20:40;5;75;75115;2;2;2;3;AVENUE EMILE ZOLA;48,8467590000;2,2856470000
202100001330;27;12;2021;11:30;1;987;98729;2;1;1;3;PK2.6; -17,4782950000; -149,7790520000
202100001331;27;12;2021;10:45;1;987;98729;2;3;1;3;PK0.20 TEMAE; -17,4949440000; -149,7632750000
202100001366;23;12;2021;19:40;5;91;91103;2;9;1;3;IMP EDOUARD BRANLY;48,6033200000;2,3064800000
202100001379;25;12;2021;15:40;1;75;75120;2;1;2;3;AVENUE GAMBETTA;48,8631620000;2,3885830000
202100001414;27;12;2021;08:03;2;49;49323;1;6;1;2;D323;47,4974300000; -0,4929900000
202100001453;23;12;2021;15:10;1;81;81033;2;4;1;1;MALROUX (AV. AUGUSTIN);44,0270500000;2,1286300000
202100001466;23;12;2021;11:21;1;49;49246;2;1;1;3;VILLESICARD;47,4453600000; -0,5268900000
202100001495;24;12;2021;18:40;5;75;75115;2;4;2;7;RUE CORBON;48,8356130000;2,3027780000
202100001503;19;12;2021;16:10;1;75;75102;2;4;1;3;BOULEVARD MONTMARTRE;48,8717220000;2,3416200000
202100001521;26;12;2021;10:00;1;65;65278;1;1;1;6;RD14 - PK 2 + 100;43,0452290000;0,3006430000
202100001573;23;12;2021;11:00;1;69;69383;2;1;1;3;PART DIEU (DE LA) (R);45,7596800000;4,8495000000
202100001591;23;12;2021;07:55;2;64;64140;2;1;1;3;Rue du 11 Novembre;43,5286800000; -1,4793900000
202100001599;23;12;2021;18:45;5;37;37261;2;1;1;3;CHEVALLIER (RUE AUGUSTE);47,3752429267;0,6789884716
202100001607;23;12;2021;19:35;5;27;27229;2;3;1;3;MONOD (RUE JACQUES);49,0217166232;1,1816073151
202100001615;22;12;2021;15:55;1;09;09225;2;1;1;3;RIJOLE AVENUE DE LA;43,1213900000;1,6212100000
202100001694;22;12;2021;09:50;1;69;69387;2;2;1;3;GUILLOTIERE (DE LA) (GR);45,7518314492;4,8469984531
202100001706;22;12;2021;14:15;1;64;64129;2;1;1;3;Route de Bayonne;43,2988800000; -0,3903700000
202100001736;22;12;2021;19:30;5;03;03098;2;2;1;3;4 Avenue du 4 Septembre;46,3542180000;2,6143140000
202100001746;22;12;2021;12:20;1;75;75112;2;2;1;3;AVENUE DAUMESNIL;48,8442760000;2,3815810000
202100001749;22;12;2021;18:15;5;75;75108;2;1;1;6;AVENUE DES CHAMPS ELYSEES;48,8709430000;2,3039810000
202100001757;22;12;2021;17:00;2;93;93055;2;3;1;1;JEAN JAURES (AVENUE) (76/128);48,9058500000;2,3946400000
202100001777;23;12;2021;15:50;1;12;12177;1;1;1;3;Le Pont de Palmas cd 45;44,3953390000;2,8348700000
202100001784;24;12;2021;13:50;1;29;29195;2;3;1;3;Kreis Ker;48,6195700000; -4,5543690000
202100001817;22;12;2021;14:10;1;60;60367;1;1;9;3;D923;49,2609850000;1,9090460000
202100001845;21;12;2021;07:45;2;83;83137;2;2;1;3;BARROIS (RUE DU DOCTEUR);43,1301200000;5,9479800000
202100001846;18;12;2021;11:35;1;83;83141;2;9;1;1;PEICAL(ROUTE DU);43,4909840000;6,4971200000
202100001868;21;12;2021;09:00;1;54;54482;2;3;1;3;ALEXANDRE 1ER (RUE);48,7008100000;6,2019600000
202100001887;21;12;2021;08:50;1;27;27229;2;9;1;3;HARDENCOURT (RUE D');49,0219300000;1,1706900000
202100001889;16;12;2021;10:30;1;17;17306;2;2;1;3;HEDDE (AVENUE DANIEL);45,6319600000; -1,0317800000
202100001895;21;12;2021;11:00;1;13;13075;2;6;1;2;LIBERATION (AVE DE LA);43,3440000000;5,4590000000
202100001910;21;12;2021;09:05;1;94;94046;2;2;1;3;Avenue Georges ClÃ©menceau;48,8134500000;2,4436600000
202100001984;21;12;2021;11:40;1;988;98818;2;3;1;3;VE1 BRETTELLE D'INSERTION/RUE JACQUES IEKAWE; -22,2240200000;166,4810400000
202100001995;20;12;2021;06:45;5;69;69286;2;1;2;3;COMBATTANTS EN AFN 1952-1962 (DES) (AV);45,8165000000;4,8926000000
202100002007;17;12;2021;13:20;1;67;67482;2;2;1;1;BERNE (RUE DE);48,5775100000;7,7547800000
202100002010;20;12;2021;14:00;1;64;64102;2;1;1;2;Giratoire des Pontots;43,4883000000; -1,4907600000
202100002020;17;12;2021;14:25;1;56;56121;2;2;1;3;MERVILLE (RUE  JEAN DE );47,7451100000; -3,3746300000
202100002023;18;12;2021;15:12;1;45;45068;2;1;1;1;Rue Saint-Just;48,0077700000;2,7200400000
202100002046;20;12;2021;13:45;1;75;75111;2;4;1;3;BOULEVARD VOLTAIRE;48,8623830000;2,3725280000
202100002048;20;12;2021;09:56;1;75;75107;2;4;1;6;BOULEVARD DE LA TOUR MAUBOURG;48,8563380000;2,3098190000
202100002052;19;12;2021;16:40;1;94;94002;2;2;1;3;EMILE ZOLA (R);48,7982500000;2,4207900000
202100002062;22;12;2021;15:30;1;71;71498;1;1;1;2;D981;46,6197110000;4,6818490000
202100002070;21;12;2021;16:07;1;32;32107;2;1;1;6;Avenue d Aquitaine;43,9594050000;0,3677680000
202100002094;21;12;2021;17:30;2;49;49292;1;2;1;1;D106 Lieu Dit le Petit Beauvais ST AUBIN DE LUIGNE106;47,3328680000; -0,6534130000
202100002126;19;12;2021;14:00;1;91;91312;2;3;8;3;BELLEVUE (RUE DE);48,7383660000;2,2339410000
202100002134;19;12;2021;16:00;2;59;59350;2;3;8;6;NATIONALE RUE NÂ°2 - 178B-1 - 171;50,6352400000;3,0581800000
202100002177;21;12;2021;14:10;1;80;80205;1;1;1;2;D3;50,0019820000;2,0349250000
202100002192;21;12;2021;07:55;2;64;64213;2;2;1;1;D918;43,3407780000; -1,4433610000
202100002197;20;12;2021;12:35;1;24;24189;1;2;1;3;Le Lardot (Ruisseau);44,8692950000;0,1862900000
202100002237;18;12;2021;09:50;1;64;64445;2;9;1;3;AllÃ©e Catherine de Bourbon;43,3189763542; -0,3599672019
202100002251;18;12;2021;19:40;5;31;31555;2;1;1;3;MINIMES (AV DES) DU 1AU 178;43,6186431033;1,4364563674
202100002265;18;12;2021;12:45;1;75;75119;2;3;1;3;BOULEVARD DE LA VILLETTE;48,8743820000;2,3745010000
202100002293;18;12;2021;11:20;1;92;92012;2;2;1;3;LONGS PRES (RUE DES);48,8314800000;2,2469400000
202100002317;17;12;2021;15:45;1;60;60129;2;2;1;2;D598;49,5153860000;3,0201880000
202100002328;19;12;2021;09:50;1;66;66088;2;6;1;2;Rue du Riberal;42,6777555974;2,6329207420
202100002368;17;12;2021;09:00;1;69;69385;2;1;1;3;ROMAIN ROLLAND (Q);45,7611500000;4,8285600000
202100002379;17;12;2021;12:40;1;91;91223;2;2;1;1;SAINT JACQUES (RUE);48,4332800000;2,1552400000
202100002397;17;12;2021;09:10;1;64;64102;2;1;8;7;Avenue Capitaine Resplandy;43,4849900000; -1,4592600000
202100002405;17;10;2021;19:07;3;57;57487;1;1;1;3;RD 157B;49,0996700000;6,1162800000
202100002419;17;12;2021;19:00;5;35;35238;2;3;1;1;MONSIEUR VINCENT;48,0925254567; -1,6509854794
202100002454;17;12;2021;16:30;5;75;75109;2;3;1;3;BOULEVARD DE CLICHY;48,8829760000;2,3348600000
202100002455;17;12;2021;09:30;1;75;75117;2;2;8;3;AVENUE DE VILLIERS;48,8832750000;2,3072510000
202100002461;17;12;2021;09:02;1;75;75114;2;2;1;6;AVENUE DAVID WEILL;48,8212090000;2,3342990000
202100002463;17;12;2021;11:23;1;75;75113;2;7;1;2;BOULEVARD DE L HOPITAL;48,8318870000;2,3558490000
202100002467;17;12;2021;16:10;1;75;75111;2;2;1;3;RUE SAINT MAUR;48,8630580000;2,3793030000
202100002476;17;12;2021;06:50;5;94;94002;2;4;1;3;Quai de la RÃ©volution;48,7785500000;2,4172500000
202100002486;19;12;2021;12:05;1;54;54108;1;2;5;3;RD 112;48,5812066815;6,2672710420
202100002510;18;12;2021;17:05;2;29;29206;2;3;1;1;Rue de Croazou;48,6188982102; -4,1994300485
202100002517;18;12;2021;16:35;1;72;72054;1;1;1;2;Les Bruyeres;48,0025830000;0,3315640000
202100002519;19;12;2021;14:00;1;45;45195;2;1;8;1;3 Route d Escrennes;48,1048160000;2,1931460000
202100002524;18;12;2021;16:35;1;85;85160;2;1;1;2;5 Rue de la Merlerie;46,5922580000; -1,3975920000
202100002549;19;12;2021;02:30;3;80;80576;1;1;5;2;RD 154;49,7279470000;2,9589270000
202100002566;16;12;2021;18:50;5;988;98818;2;4;1;3;PROMENADE PIERRE VERNIER; -22,3090500000;166,4517700000
202100002579;16;12;2021;07:30;5;69;69382;2;4;2;1;JEAN MOULIN (Q);45,7659500000;4,8380900000
202100002580;15;12;2021;12:25;1;69;69381;2;3;1;6;CROIX ROUSSE (DE LA) (BD);45,7729661139;4,8213833570
202100002585;16;12;2021;18:15;5;91;91477;2;1;1;1;GRANDE CEINTURE (BOULEVARD);48,7211500000;2,2513800000
202100002597;14;12;2021;11:50;1;72;72003;2;1;1;3;ALLONNES PONT ROUGE (RTE D');47,9741000000;0,1590600000
202100002601;15;12;2021;14:25;1;67;67447;2;3;1;3;CHASSEURS (RUE DES);48,6028500000;7,7475200000
202100002605;15;12;2021;07:20;5;62;62224;2;1;2;2;DOCTEUR CHAUVAUX (RUE DU);50,5336200000;2,5646460000
202100002607;16;12;2021;17:05;1;56;56260;2;1;1;3;ROOSEVELT(AVENUE);47,6590000000; -2,7689000000
202100002610;16;12;2021;12:35;1;45;45147;2;2;1;3;FOSSES (RUE DES FOSSES);47,9274911037;1,9248819351
202100002614;15;12;2021;18:25;5;44;44114;2;1;1;2;AVENUE DE LA PAQUELAIS;47,2472300000; -1,6022100000
202100002617;16;12;2021;12:50;1;37;37261;2;1;1;3;FRANCE (PLACE ANATOLE);47,3966661311;0,6860688329
202100002621;16;12;2021;08:15;1;31;31555;2;9;7;3;NARBONNE (ROUTE DE);43,5717600000;1,4536600000
202100002646;16;12;2021;11:25;1;75;75114;2;3;1;7;RUE PERNETY;48,8331980000;2,3193320000
202100002649;16;12;2021;00:10;5;75;75111;2;1;1;3;BOULEVARD VOLTAIRE;48,8513100000;2,3910150000
202100002665;13;12;2021;19:45;5;92;92044;2;1;1;2;CAMILLE PELLETAN(RUE)17 + ET 14+;48,8958850000;2,2899620000
202100002683;18;12;2021;15:15;2;70;70433;2;6;1;3;Rue Jean Poirey;47,6153380000;6,1679490000
202100002733;14;12;2021;20:15;5;69;69383;2;2;1;3;MARECHAL DE SAXE (AV);45,7539625287;4,8469689488
202100002744;13;12;2021;20:25;3;77;77048;1;1;2;1;D607;48,3287754846;2,6879938958
202100002756;3;12;2021;18:50;5;48;48095;2;6;1;3;ROND POINT DES CASERNES;44,5180800000;3,4914400000
202100002757;13;12;2021;14:57;1;47;47001;2;1;1;3;LACOUR (BD EDOUARD);44,1975650000;0,6269390000
202100002767;7;12;2021;17:00;5;33;33063;2;2;3;3;Rue de Pessac;44,8299300000; -0,5809200000
202100002768;15;12;2021;08:00;2;33;33318;2;1;1;3;Avenue Jean JaurÃ¨s;44,8114615853; -0,6183551252
202100002785;15;12;2021;10:00;1;06;06029;2;1;1;3;CROISETTE (BOULEVARD DE LA);43,5515900000;7,0164200000
202100002788;15;12;2021;20:40;2;75;75118;2;5;1;3;RUE ORDENER;48,8941710000;2,3327090000
202100002795;15;12;2021;19:40;5;75;75113;2;2;1;1;RUE BROCA;48,8360710000;2,3466940000
202100002819;15;12;2021;11:00;1;92;92036;2;2;1;3;JEAN JAURES (RUE) (1/33);48,9267617686;2,2946432233
202100002841;17;12;2021;15:55;2;02;02232;1;1;1;3;Le Virlet;49,2075570000;3,0530570000
202100002847;15;12;2021;17:45;3;45;45193;1;1;1;3;D7;47,7624910000;1,9909950000
202100002861;16;12;2021;16:45;2;68;68278;2;3;8;6;Avenue du GÃ©nÃ©ral de Gaulle;47,7483850000;7,4046190000
202100002877;20;8;2021;09:15;1;2A;2A004;1;1;1;2;T21;41,9268800000;8,7823400000
202100002879;27;7;2021;18:02;1;2A;2A004;2;1;1;5;NICOLI JEAN COURS;41,9333600000;8,7431700000
202100002894;14;12;2021;07:50;2;86;86158;2;1;1;2;Avenue de Chatellerault;46,6270560000;0,3550200000
202100002907;14;12;2021;06:52;5;66;66136;2;6;1;3;FOULON (CHEMIN DU)(CR41);42,6963500000;2,8640700000
202100002908;14;12;2021;14:00;1;64;64348;2;1;1;2;ERCKMAN CHATRIAN;43,3267308393; -0,3898537159
202100002920;13;12;2021;21:50;5;57;57306;2;1;1;3;FOCH (RUE);49,3322800000;6,0539300000
202100002932;14;12;2021;08:00;5;37;37122;2;6;5;2;CHINON (BOULEVARD DE);47,3518509943;0,6864825636
202100002966;11;12;2021;15:20;1;75;75116;2;1;1;7;ROUTE DE SEVRES A NEUILLY;48,8572230000;2,2373620000
202100002967;14;12;2021;09:15;1;75;75114;2;1;1;6;AVENUE JEAN MOULIN;48,8273030000;2,3255610000
202100002969;14;12;2021;21:05;5;75;75110;2;2;1;2;BOULEVARD DE LA CHAPELLE;48,8842800000;2,3646410000
202100003063;13;12;2021;20:00;5;69;69386;2;1;1;6;BERGES DU RHONE;45,7716065743;4,8408883810
202100003064;13;12;2021;17:15;1;69;69386;2;3;1;3;FRANKLIN ROOSEVELT (CR);45,7690695827;4,8449760675
202100003112;10;12;2021;07:50;5;59;59569;2;6;8;3;MOCHE (RUE ALCIDE);50,3657300000;3,1176100000
202100003118;13;12;2021;19:18;5;49;49353;2;3;1;3;BARA;47,4431600000; -0,4879200000
202100003129;13;12;2021;12:18;1;31;31555;2;1;1;6;OZENNE (RUE THEODORE) DU 1AU 35;43,5967400000;1,4468200000
202100003154;11;12;2021;20:43;5;75;75113;2;5;2;6;AVENUE D IVRY;48,8260900000;2,3601180000
202100003159;13;12;2021;17:04;5;75;75115;2;1;1;3;BOULEVARD LEFEBVRE;48,8281210000;2,3037310000
202100003160;13;12;2021;08:20;1;75;75115;2;1;1;6;RUE DE VAUGIRARD;48,8365460000;2,2950000000
202100003199;14;12;2021;07:45;2;74;74081;2;1;5;3;26 Avenue Georges ClÃ©menceau;46,0670130000;6,5735330000
202100003250;12;12;2021;12:00;1;34;34003;2;6;1;6;MEDITERRANNEE (Rond point);43,3267400000;3,4817200000
202100003252;12;12;2021;09:55;1;29;29019;2;6;1;3;Giratoire Rue de Valmy;48,3981004100; -4,4650732300
202100003266;12;12;2021;20:50;5;75;75107;2;2;2;3;AVENUE DE LA MOTTE PICQUET;48,8572550000;2,3099300000
202100003271;12;12;2021;10:15;1;92;92076;2;2;1;3;REPUBLIQUE;48,8373498484;2,1526953578
202100003308;13;12;2021;11:45;1;01;01064;2;1;1;3;D19 A;45,7858790000;5,4531780000
202100003315;13;12;2021;09:00;1;35;35047;1;6;1;3;La Barre de CicÃ©;48,0620770000; -1,7551950000
202100003341;11;12;2021;16:15;1;79;79100;1;1;1;1;Route de CourpentÃ©;46,3351270000; -0,5911300000
202100003355;12;12;2021;10:39;1;64;64213;2;2;7;3;RD918;43,3393910000; -1,4529900000
202100003365;6;12;2021;13:45;1;77;77103;1;1;1;3;RD 408 pk 12+600 sens Nangis;48,5433760000;2,8012560000
202100003384;28;8;2021;18:40;1;73;73065;1;1;1;3;D10 Avenue des Landiers;45,5881940000;5,9060480000
202100003410;11;12;2021;11:45;1;51;51454;2;1;1;2;Rue Lanson;49,2456300000;4,0577400000
202100003441;11;12;2021;15:10;1;75;75113;2;1;1;3;BOULEVARD ARAGO;48,8348660000;2,3430790000
202100003459;11;12;2021;18:20;5;972;97206;1;1;2;1;Quartier Ancinel;14,5050990000; -61,0455190000
202100003529;26;9;2021;12:50;1;89;89387;2;2;1;3;Avenue Vauban;48,1979300000;3,2709500000
202100003533;9;12;2021;22:45;5;988;98818;2;1;1;3;RUE SAINTE CECILE; -22,2597700000;166,4464400000
202100003544;8;12;2021;00:30;3;974;97407;2;1;1;3;SACRE COEUR (RD POINT) -RIV. DES GALETS ; -20,9553400000;55,3117200000
202100003549;10;12;2021;17:40;4;69;69386;2;1;2;1;BROTTEAUX (DES)                     (BD);45,7681200000;4,8569600000
202100003551;10;12;2021;07:42;1;69;69387;2;3;2;3;TONY GARNIER (AV);45,7316100000;4,8241700000
202100003554;9;12;2021;13:30;1;69;69386;2;3;1;2;BERANGER                            (R );45,7661900000;4,8611200000
202100003557;9;12;2021;06:45;5;69;69383;2;2;2;3;LAFAYETTE (CR);45,7636185660;4,8580411077
202100003573;8;12;2021;18:00;2;91;91122;2;1;2;1;CHARLES DE GAULLE(RUE);48,6952200000;2,1575100000
202100003593;10;12;2021;23:30;5;77;77268;2;1;2;1;RUE DES LABOURS;48,8667400000;2,8112100000
202100003617;9;12;2021;13:10;1;62;62239;2;6;1;3;DE GAULLE (AVENUE CHARLES);50,9292000000;1,7979000000
202100003623;9;12;2021;17:50;5;59;59410;2;9;9;3;ACACIAS AVENUE DES;50,6420970519;3,1012344360
