Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
201700000002;17;2;13;1630;1;2;3;1.0;3.0;5;5 rue sonneville;M;5053611.0;295314.0;590
201700000019;17;8;9;745;1;1;6;1.0;3.0;34;D54;M;5054769.0;310034.0;590
201700000022;17;12;27;1200;1;1;2;1.0;3.0;586;rue de wachemy;M;5054129.0;318902.0;590
201700000042;17;3;7;805;1;2;1;1.0;6.0;268;rue de la gendarmerie;M;5063688.0;273420.0;590
201700000043;17;4;15;1135;1;2;1;1.0;6.0;212;rue du collège;M;5064736.0;272026.0;590
201700000058;17;9;23;1445;1;2;3;1.0;1.0;44;Face au commerce ALDI 12;M;5060791.0;327096.0;590
201700000062;17;4;4;715;1;2;3;1.0;3.0;258;rue Henri  connynck;M;5053189.0;320942.0;590
201700000065;17;10;31;1030;1;2;3;1.0;4.0;96;1 rue maurice molhant D9;M;5056090.0;323893.0;590
201700000092;17;6;23;1955;2;2;1;7.0;6.0;93;chemin de mont orgueil;M;5005823.0;389344.0;590
201700000099;17;3;22;2030;5;2;6;1.0;1.0;249;avenue du général de gau;M;5001860.0;405058.0;590
201700000106;17;6;13;830;1;1;1;7.0;2.0;659;rue du Dr Edmond Koral;M;5002676.0;401405.0;590
201700000107;17;8;31;1415;1;2;2;1.0;3.0;249;RUE CROISET ÉLIET;M;5001885.0;404452.0;590
201700000108;17;9;30;1430;1;2;1;1.0;3.0;249;rue de la paix;M;5001826.0;404396.0;590
201700000121;17;2;22;1830;3;2;1;2.0;2.0;139;route de Quievy;M;5013288.0;341713.0;590
201700000159;17;8;29;2120;3;1;1;1.0;1.0;283;D117;M;5025543.0;384937.0;590
201700000164;17;7;4;1925;1;2;1;1.0;1.0;481;Place du jeu de paume;M;5025066.0;362397.0;590
201700000175;17;5;9;1545;1;2;1;1.0;3.0;324;Rue de la République;M;5035777.0;282216.0;620
201700000181;17;11;18;1135;1;2;1;1.0;1.0;861;Route d'Acheville;M;5037420.0;283707.0;620
201700000197;17;9;10;930;1;2;1;1.0;6.0;201;13 Grand rue;M;5056414.0;161329.0;620
201700000198;17;1;13;1110;1;2;3;7.0;3.0;14;rue du bois;M;5063695.0;240949.0;620
201700000200;17;1;31;1615;1;2;1;1.0;7.0;14;rue jean Jaures;M;5063564.0;240146.0;620
201700000204;17;6;11;1050;1;2;1;1.0;1.0;288;rue de clarques;M;5065938.0;227464.0;620
201700000213;17;6;21;950;1;1;6;1.0;3.0;182;intersection D3/D102;M;5019949.0;155414.0;800
201700000220;17;3;27;1750;1;2;1;7.0;3.0;16;place emile Leturq;M;5000223.0;264994.0;800
201700000246;17;7;11;1623;1;1;2;1.0;3.0;684;;M;4989602.0;411110.0;20
201700000317;17;6;24;1510;1;1;6;1.0;3.0;450;ROUTE DÉPARTEMENTALE 92;M;4922247.0;229778.0;600
201700000328;17;3;2;1745;1;2;9;1.0;6.0;141;28 allée du vallois;M;4920024.0;246325.0;600
201700000348;17;4;12;1610;1;2;9;1.0;3.0;79;5 Rue Jean Charron;M;4916246.0;287396.0;600
201700000364;17;10;6;1730;1;1;1;1.0;3.0;313;258 route de paris;M;4935393.0;112984.0;760
201700000386;17;5;9;1840;1;2;3;7.0;1.0;758;rue Gustave Pries;M;4961603.0;76426.0;760
201700000388;17;8;26;1740;1;1;1;1.0;2.0;568;CD5;M;4960100.0;78620.0;760
201700000439;17;6;17;1730;1;2;1;1.0;6.0;122;33 rue saint andré - VEX;M;4920904.0;160021.0;270
201700000469;17;9;5;145;3;1;1;1.0;2.0;394;CD321;M;4929610.0;106420.0;270
201700000475;17;10;28;1710;1;1;6;1.0;3.0;47;giratoire RD 34 / RD 77;M;4806216.0;-175512.0;350
201700000478;17;3;30;1415;1;1;6;9.0;5.0;334;PORTE DE TIZE;M;4813997.0;-158244.0;350
201700000479;17;4;9;2000;1;1;2;1.0;3.0;152;bâton roulant;M;4818726.0;-151448.0;350
201700000481;17;6;8;920;1;1;2;1.0;3.0;1;intercection rd92 rd 29;M;4813219.0;-151993.0;350
201700000492;17;11;21;1836;3;1;1;1.0;2.0;240;le plessis saucourt;M;4810247.0;-175275.0;350
201700000515;17;11;29;1500;1;2;6;4.0;3.0;127;Rond point entre la D62;M;4792330.0;-186426.0;350
201700000526;17;6;7;1240;1;1;1;1.0;2.0;136;le pilier du milieu;M;4794623.0;-151883.0;350
201700000529;17;9;2;1600;1;2;4;1.0;1.0;335;rue jean-marie Hanet;M;4785653.0;-147871.0;350
201700000539;17;7;27;845;1;1;2;1.0;3.0;246;rue Jamet;M;4847760.0;-260427.0;220
201700000555;17;10;26;1515;1;1;1;1.0;1.0;233;cote du HOUEL;M;4871561.0;-308560.0;220
201700000562;17;5;25;1830;1;1;1;1.0;2.0;186;D 786 l'hotel des landes;M;4858188.0;-249930.0;220
201700000568;17;7;23;920;1;1;3;1.0;3.0;81;bon abri;M;4852374.0;-265627.0;220
201700000573;17;1;4;1410;1;1;1;1.0;4.0;171;c36;M;4842266.0;-282042.0;220
201700000604;17;1;14;1045;1;1;2;7.0;5.0;282;CD  786, La Villeneuve;M;4858584.0;-223876.0;220
201700000607;17;5;15;1940;1;1;2;1.0;3.0;286;Haut Boulay - CD.768;M;4852311.0;-238257.0;220
201700000608;17;5;18;1515;1;1;1;1.0;6.0;12;Surville;M;4858193.0;-244153.0;220
201700000611;17;7;17;1145;1;1;1;1.0;4.0;143;rue du Docteur Jobert -;M;4859088.0;-229834.0;220
201700000615;17;2;19;1145;1;2;3;1.0;3.0;70;rond point du vally;M;4856023.0;-314853.0;220
201700000636;17;8;14;1850;1;2;3;1.0;3.0;353;rue de poul palud;M;4882321.0;-350301.0;220
201700000638;17;9;17;817;1;2;1;1.0;1.0;198;route de Coatrehouezan;M;4879341.0;-352159.0;220
201700000642;17;2;7;1050;1;2;3;1.0;3.0;46;Rue Louis Pasteur;M;4809028.0;-433143.0;290
201700000643;17;4;17;1940;1;2;1;1.0;6.0;46;QUAI MARIE AGNÉS PERON;M;4809595.0;-434127.0;290
201700000644;17;5;23;1200;1;2;2;1.0;3.0;46;rue Jean Bart;M;4809314.0;-432892.0;290
201700000648;17;10;4;1220;1;2;2;1.0;3.0;46;34 rue jean jaurès;M;4809151.0;-432740.0;290
201700000656;17;7;23;500;3;1;3;1.0;1.0;6;route du Perguet;M;4788044.0;-404440.0;290
201700000660;17;10;25;1815;2;1;2;1.0;3.0;57;Chemin des Poiriers;M;4791419.0;-400061.0;290
201700000675;17;1;20;1650;1;2;6;1.0;3.0;124;rue des déportés;M;4856222.0;-432601.0;290
201700000684;17;9;2;1730;1;1;3;1.0;3.0;91;couffon;M;4863700.0;-439700.0;290
201700000694;17;5;22;1625;1;1;6;1.0;3.0;42;Saint Fiacre;M;4827957.0;-452892.0;290
201700000697;17;8;9;1820;1;2;1;2.0;3.0;256;chemin des dunes;M;4819413.0;-430233.0;290
201700000707;17;2;8;1845;2;2;6;1.0;3.0;7;Rond point du Ballon;M;4767044.0;-299035.0;560
201700000714;17;6;19;940;1;1;6;1.0;3.0;263;D17;M;4770360.0;-293840.0;560
201700000719;17;9;16;1245;1;1;6;8.0;3.0;46;Rond point du Moustoir;M;4766589.0;-302305.0;560
201700000727;17;5;27;2005;1;1;1;1.0;1.0;152;lieu dit port Guen;M;4733373.0;-314804.0;560
201700000728;17;7;19;1130;1;1;1;1.0;7.0;114;Port York;M;4732027.0;-311904.0;560
201700000745;17;4;21;1455;1;1;1;1.0;2.0;170;D 141;M;4926450.0;-42113.0;140
201700000757;17;10;14;1410;1;2;1;1.0;1.0;325;rue amiral wietzel;M;4929558.0;-29677.0;140
201700000794;17;11;14;825;1;1;1;1.0;2.0;498;RD 63;M;4888743.0;-10689.0;140
201700000797;17;1;4;1615;1;1;1;1.0;5.0;127;ROUTE DÉPARTEMENTALE 295;;;;140
201700000809;17;7;8;1620;1;1;1;7.0;6.0;631;Départementale 613;M;4930865.0;-114055.0;500
201700000812;17;7;19;1200;1;2;1;1.0;1.0;99;n° 3 Rue du Vieux lavoir;M;4929915.0;-124551.0;500
201700000813;17;8;16;2120;2;2;1;1.0;7.0;99;Rue de la Guinguette;M;4930179.0;-126230.0;500
201700000830;17;5;16;800;1;1;1;1.0;2.0;54;R DU MUSÉE;M;4873030.0;236801.0;940
201700000858;17;7;7;1715;1;1;1;7.0;5.0;616;Voie de la liberté - D43;M;4863961.0;-135171.0;500
201700000874;17;5;20;1130;1;1;1;1.0;2.0;643;D407;M;4957230.0;-172763.0;500
201700000899;17;5;5;1105;1;2;1;1.0;7.0;53;MERCIER (AVENUE AMEDEE D;M;4620269.0;524528.0;10
201700000901;17;6;8;1455;1;2;3;1.0;3.0;53;LESAGE (RUE ALAIN);M;4620174.0;524205.0;10
201700000902;17;6;8;1955;1;2;3;1.0;3.0;53;snr, PONT DES CHEVRES (R;M;4621022.0;522149.0;10
201700000911;17;8;5;1100;1;2;6;1.0;3.0;53;MARBOZ (AVENUEDE - PAIRS;M;4622801.0;522893.0;10
201700000917;17;9;23;1655;1;2;3;1.0;3.0;53;Boulevard Saint Nicolas;M;4620313.0;523367.0;10
201700000948;17;12;22;1455;1;1;1;1.0;7.0;509;CD138;M;4851485.0;13563.0;610
201700000951;17;2;8;1320;1;2;6;1.0;3.0;204;place de la République;M;4726649.0;-144120.0;440
201700000953;17;4;11;1543;1;1;1;1.0;3.0;26;3, chemin de gralan;M;4731355.0;-143832.0;440
201700000975;17;11;2;815;2;2;6;5.0;3.0;47;rue du chevalier de beau;M;4722036.0;-168841.0;440
201700000990;17;6;28;1615;1;2;1;1.0;6.0;195;route du lac;M;4735840.0;-193894.0;440
201700001004;17;12;8;1810;3;1;1;1.0;4.0;194;route de seiche;M;4747374.0;-29045.0;490
201700001008;17;5;10;1235;1;1;1;1.0;3.0;162;La flottière;M;4720131.0;-84399.0;490
201700001019;17;1;11;1645;1;2;1;1.0;6.0;332;rue de la bastille;M;4706231.0;-93817.0;490
201700001033;17;5;1;1355;1;1;1;2.0;7.0;179;;M;4702152.0;-103821.0;490
201700001067;17;3;13;900;1;2;1;1.0;3.0;154;Rue du parc;M;4769980.0;-7889.0;720
201700001068;17;3;28;1755;1;2;6;1.0;3.0;154;rond point du petit vers;M;4770798.0;-6837.0;720
201700001070;17;5;23;1800;1;2;1;1.0;3.0;154;boulevard de Montréal;M;4769738.0;-6940.0;720
201700001071;17;7;7;2000;1;2;1;1.0;3.0;154;Rue du Maréchal Galliéni;M;4769748.0;-7501.0;720
201700001088;17;6;18;1030;1;1;1;1.0;6.0;244;Le souchet;M;4773241.0;-29989.0;720
201700001100;17;8;1;2050;1;2;6;1.0;3.0;48;rue du bocage;M;4691909.0;-95931.0;850
201700001117;17;10;4;1723;1;2;1;7.0;3.0;178;Rue des Rochettes;M;4673458.0;-142197.0;850
201700001125;17;12;9;900;1;2;6;1.0;3.0;300;PLACE DU Cdt DE MAUPEOU;M;4669061.0;-151543.0;850
201700001132;17;8;6;1120;1;1;1;1.0;2.0;299;LA GRANDE BOBINE;M;4639978.0;-87003.0;850
201700001143;17;4;21;1520;1;2;1;1.0;3.0;163;2A RUE DES SABLEAUX;M;4700312.0;-223516.0;850
201700001147;17;2;27;740;2;2;6;3.0;3.0;226;rond point Marais salant;M;4671802.0;-193982.0;850
201700001158;17;8;18;1900;1;2;1;1.0;2.0;35;29 avenue de l'océan;M;4662238.0;-187269.0;850
201700001163;17;5;16;1040;1;1;3;1.0;3.0;29;avenue du sauternais;M;4459534.0;-75257.0;330
201700001168;17;11;14;1615;1;1;1;1.0;2.0;29;Avenue du Médoc Départem;M;4463110.0;-79402.0;330
201700001176;17;4;13;800;1;2;2;1.0;3.0;51;R.Jaures/All.Louisianes;M;4464189.0;-96875.0;330
201700001181;17;8;9;1030;1;2;2;1.0;3.0;51;R.Prieuré de/R.Gaillards;M;4464979.0;-98529.0;330
201700001220;17;9;1;1015;1;1;2;8.0;6.0;100;RD 22/VC Boulaire;M;4513459.0;-63782.0;330
201700001225;17;11;22;1415;1;2;4;1.0;3.0;58;R. Voltaire /R. A. Clerc;M;4513609.0;-65227.0;330
201700001267;17;8;4;1810;1;1;1;1.0;1.0;474;Ch. GALLIEN;M;4465426.0;-45550.0;330
201700001283;17;8;29;1140;1;1;1;1.0;6.0;238;voie romaine;M;4471787.0;-57838.0;330
201700001285;17;10;25;1050;1;2;1;1.0;2.0;80;580 Av St Medard Eyrans;M;4474835.0;-53095.0;330
201700001309;17;10;15;1225;1;1;3;1.0;1.0;463;Rte Redon/ Rte Samaran;M;4457722.0;-19346.0;330
201700001323;17;4;6;1535;1;1;2;1.0;3.0;220;RD2 / Ch.A COULON;M;4509551.0;-72645.0;330
