Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
201600000015;16;8;17;1930;1;1;6;7;5.0;466;;M;0.0;0.0;590
201600000052;16;6;1;1530;1;2;1;2;3.0;268;RUE JEAN MERMOZ;M;5064100.0;271200.0;590
201600000070;16;9;21;1345;1;2;6;1;3.0;546;ROND POINT DE LHAZEWINDE;M;0.0;0.0;590
201600000076;16;3;29;1615;1;2;1;1;2.0;42;RD 955 ROUTE NATIONALE;M;0.0;0.0;590
201600000083;16;4;2;815;1;2;8;1;3.0;482;153, WARNETON RUE DE;M;5071633.0;299358.0;590
201600000084;16;4;2;200;3;1;1;1;2.0;252;;M;5071359.0;293964.0;590
201600000159;16;12;27;1015;1;2;6;1;3.0;409;rue Jean Jaurès;M;5030900.0;320800.0;590
201600000164;16;9;13;1000;1;2;1;1;1.0;435;rue du coquelet;M;0.0;0.0;590
201600000167;16;11;19;900;1;1;1;7;3.0;435;;M;0.0;0.0;590
201600000206;16;6;10;1800;1;2;3;1;3.0;421;rue d'hermies;M;5010858.0;308254.0;620
201600000208;16;8;29;845;1;2;1;1;3.0;593;19A rue principale D11E1;M;5002892.0;287380.0;620
201600000209;16;6;7;930;1;2;1;1;6.0;422;9 RUE NEUVE;M;5012353.0;263517.0;620
201600000233;16;11;28;745;2;2;1;1;2.0;865;rue des Colombiers;M;5032858.0;297896.0;620
201600000285;16;2;23;1000;1;1;2;1;3.0;756;;M;5090450.0;213449.0;620
201600000286;16;11;3;1030;1;2;1;1;2.0;598;rue du communal;M;5084352.0;211443.0;620
201600000295;16;4;13;1645;1;1;1;1;2.0;367;;M;5038327.0;232433.0;620
201600000304;16;9;14;1830;1;2;3;1;1.0;519;88 rue de Laires;M;5051755.0;222933.0;620
201600000314;16;7;31;845;1;1;2;1;1.0;198;;M;5038909.0;262265.0;620
201600000331;16;10;29;915;1;1;1;8;1.0;110;CH DE HALAGE;M;5017220.0;165806.0;800
201600000348;16;2;19;1645;1;2;1;1;2.0;128;rue Fontaine minérale;M;4952477.0;366483.0;20
